title,weight,rank,S_scale,S_score
"শিক্ষককে লাঞ্চিত করলেন ইউপি চেয়ারম্যান, প্রতিবাদে মানববন্ধন",0.010014677320820599,52.0,0.46686382739278387,9.337276547855677
অবসরের বয়সসীমা: ফ্রান্সে পুলিশের সঙ্গে আন্দোলনকারীদের সংঘর্ষ,0.010013219148729699,53.0,0.4667705075593006,9.335410151186013
নেপাল-ভুটানসহ পাঁচ দেশে চালু হলো ভারতের ফোনপি,0.010010608301225202,54.0,0.46660341901338054,9.33206838026761
"কানাডার আকাশেও রহস্যময় বস্তু, গুলিতে ভূপাতিত",0.010003960668957899,55.0,0.46617798504703756,9.323559700940752
গ্লোবাল ইসলামী ব্যাংকের ছয়টি উপশাখার উদ্বোধন,0.009876387679680899,56.0,0.45801359197534186,9.160271839506837
"

পদযাত্রা কর্মসূচিতে অংশ নিতে জড়ো হচ্ছেন বিএনপি নেতাকর্মীরা
",0.0098170056658198,57.0,0.4542132726028908,9.084265452057815
"ভূমিকম্পে নিহত ২৮ হাজার, ধ্বংসস্তূপের নিচে বহু মানুষ",0.0095983425105299,58.0,0.44021930757783645,8.804386151556729
ষষ্ঠ ও সপ্তম শ্রেণির সেই দুই বই না পড়ানোর নির্দেশ,0.0095844059175325,59.0,0.43932739602229576,8.786547920445916
"এবার কানাডার আকাশে 'রহস্যময় বস্তু', গুলির নির্দেশ!",0.0095229395657361,60.0,0.43539368356801367,8.707873671360273
দক্ষিণ আফ্রিকায় র‌্যাপ সংগীতশিল্পীকে গুলি করে হত্যা,0.0090914237017278,61.0,0.40777760942565366,8.155552188513074
চোখের সমস্যায় ভুগছেন ঢাকার ২৪ শতাংশ মানুষ,0.0090187771421989,62.0,0.4031283880609928,8.062567761219857
গুরুত্বপূর্ণ সফরে চীন যাচ্ছেন ইরানের প্রেসিডেন্ট,0.008784526058667001,63.0,0.38813682962637486,7.762736592527498
"

পূবালী ব্যাংকের বার্ষিক ব্যবস্থাপক সম্মেলন
",0.008742839572677399,64.0,0.385468985443012,7.70937970886024
ঢাকায় লেবানন ভিসা আবেদন কেন্দ্র চালু,0.0087041723957971,65.0,0.38299437045740503,7.659887409148101
ভূমিকম্পের দেড়শ ঘণ্টা পর ধ্বংসস্তূপ থেকে উদ্ধার অনেকে,0.0087019101275733,66.0,0.3828495902251836,7.656991804503672
ফরচুন বরিশালকে বিদায় করে কোয়ালিফায়ারে রংপুর,0.0085553091890181,67.0,0.37346744990043745,7.4693489980087495
হেরোইন ও ট্রাকসহ একজনকে গ্রেফতার করেছে ডিবি,0.0085123093716007,68.0,0.37071555537012646,7.414311107402529
মোস্তাফিজুর রহমান ফিজারই তাহলে পরবর্তী রাষ্ট্রপতি?,0.0083725650568879,69.0,0.36177222401671016,7.235444480334204
ফিডার রোড চালু হলে বদলে যাবে চট্টগ্রাম নগরী (ভিডিও),0.008368826563578098,70.0,0.3615329685986932,7.230659371973864
অপহরণে অভিযুক্ত সেই অসিত পালকে বহিষ্কার করল ছাত্রলীগ,0.0083458647084432,71.0,0.36006345995082745,7.201269199016549
ধর্মভিত্তিক রাজনীতির কাছে আত্মসমর্পণ করেছে সরকার: ওয়ার্কার্স পার্টি,0.0081020150991649,72.0,0.3444576168032265,6.88915233606453
ইসলামী ব্যাংকের গ্রাহক সেবা ক্যাম্পেইন শুরু,0.0079490415170198,73.0,0.3346676411877292,6.693352823754584
ইসলামী ব্যাংকের গ্রাহক সেবা ক্যাম্পেইন শুরু,0.0079490415170198,73.0,0.3346676411877292,6.693352823754584
"

হৃদয় ছুঁয়ে যাওয়া আজারবাইজানের সেই যুবকের গল্প
",0.0079025482801588,75.0,0.3316921754323219,6.633843508646438
লালমাই পাহাড় কাটা বিরত রাখার নির্দেশ হাইকোর্টের,0.0078017357008542,76.0,0.325240390233285,6.5048078046657
ছোট পর্দায় আজকের খেলা,0.0072043828005343,77.0,0.287011107464504,5.74022214929008
"মাঠ ঠিক নেই, ধর্মশালা থেকে সরে গেল ভারত-অস্ট্রেলিয়া টেস্ট",0.0070081723577059,78.0,0.2744540670666794,5.489081341333588
"

পগবার ফেরা এখনো নিশ্চিত নয়
",0.0069846001183893,79.0,0.27294549516245825,5.458909903249165
কেন আমির খানকে কটাক্ষ করলেন এই অভিনেত্রী,0.0069692920603381,80.0,0.2719658128346971,5.439316256693942
"ফের বিয়ে করবেন হার্দিক পান্ডিয়া, পাত্রী কে?",0.0068430448556807,81.0,0.2638862670870641,5.277725341741282
জবিতে নতুন তিন বিভাগের অনুমোদন,0.0068032507262193,82.0,0.2613395295941975,5.226790591883949
সুপারব্র্যান্ড অ্যাওয়ার্ড পেল ‘ফ্রেন্ডশিপ’,0.0066780239376746,83.0,0.2533252882522069,5.066505765044138
আগামী নির্বাচনেও নৌকাকে বিজয়ী করতে হবে: মাশরাফি,0.006668888768345,84.0,0.2527406573392994,5.054813146785988
ছাত্রলীগের ২১ নেতাকর্মী বহিষ্কার,0.0065497034499099,85.0,0.24511305690762394,4.902261138152479
"

ফ্রান্স জুড়ে বিক্ষোভ করেছে হাজার হাজার মানুষ
",0.0063839878997455,86.0,0.23450762312965742,4.690152462593148
ভারতীয় দলে পক্ষপাতিত্বের অভিযোগ,0.0063458286298875,87.0,0.23206551308571108,4.641310261714222
‘মলম বিতর্ক’ শাস্তি হলো ভারতীয় তারকার,0.0062504218877928,88.0,0.2259596896777504,4.519193793555008
আরেকটু সময় না পাওয়ার আক্ষেপ শামীমের,0.0061542990187283,89.0,0.21980803570562543,4.396160714112509
আজ মুখোমুখি হচ্ছে চিরপ্রতিদ্বন্দ্বী ভারত-পাকিস্তান,0.0061462548403832,90.0,0.21929322583622887,4.3858645167245776
"ভারত সফরে অস্ট্রেলিয়ার ভরাডুবি, যা বললেন ভন",0.0056702699982347,91.0,0.18883123408159977,3.7766246816319953
হোটেল রিল্যাক্সে পূর্ণিমা,0.0053837819975709,92.0,0.17049662688144404,3.409932537628881
সহপাঠীদের ক্লাস বর্জন,0.0052156548844054,93.0,0.15973685833112697,3.1947371666225393
ফিট থাকতে কী খাবেন?,0.005177871279641,94.0,0.15731879003382973,3.1463758006765947
"

হিরোর হিরোইজমের পূর্বাপর
",0.003284988638152,95.0,0.036178429434848336,0.7235685886969667
‘সাকিবের মতো’ হতে চান লিন্ডে,0.0027196814132523003,96.0,0.0,0.0
