id,title,category1,T5_rank,T5_S_scale,T5_S_score
17375674,‘মলম বিতর্ক’ শাস্তি হলো ভারতীয় তারকার,খেলাধুলা,7,0.25,5.0
19649182,"

পগবার ফেরা এখনো নিশ্চিত নয়
",খেলাধুলা,7,0.25,5.0
17332784,"ফের বিয়ে করবেন হার্দিক পান্ডিয়া, পাত্রী কে?",খেলাধুলা,7,0.25,5.0
19189122,পঞ্চমবার ক্লাব বিশ্বকাপ শিরোপা জিতলো রিয়াল মাদ্রিদ,খেলাধুলা,7,0.25,5.0
13485533,আরেকটু সময় না পাওয়ার আক্ষেপ শামীমের,খেলাধুলা,7,0.25,5.0
13482704,Coleman wins 60m crown at Millrose Games after Lyles DQ,খেলাধুলা,7,0.25,5.0
18483710,ফরচুন বরিশালকে বিদায় করে কোয়ালিফায়ারে রংপুর,খেলাধুলা,7,0.25,5.0
17332762,ভারতীয় দলে পক্ষপাতিত্বের অভিযোগ,খেলাধুলা,7,0.25,5.0
17104421,দক্ষিণ আফ্রিকায় র‌্যাপ সংগীতশিল্পীকে গুলি করে হত্যা,বিনোদন,8,0.125,2.5
17104398,কেন আমির খানকে কটাক্ষ করলেন এই অভিনেত্রী,বিনোদন,8,0.125,2.5
17104410,হোটেল রিল্যাক্সে পূর্ণিমা,বিনোদন,8,0.125,2.5
17104425,"ওদের উদ্দেশ্য অসৎ, আমি মানসিকভাবে ভেঙে পড়েছি: প্রভা",বিনোদন,8,0.125,2.5
19649235,"

তুরস্কের ভূমিকম্প : ধ্বংসস্তূপের নিচ থেকে যেভাবে উদ্ধার করা হলো দু’বোনকে
",বিনোদন,8,0.125,2.5
18483806,অবসরের বয়সসীমা: ফ্রান্সে পুলিশের সঙ্গে আন্দোলনকারীদের সংঘর্ষ,বিনোদন,8,0.125,2.5
19649166,"

হৃদয় ছুঁয়ে যাওয়া আজারবাইজানের সেই যুবকের গল্প
",বিনোদন,8,0.125,2.5
17113004,ইরানি তরুণীকে ধর্ষণের অভিযোগ রাখির স্বামীর বিরুদ্ধে,বিনোদন,8,0.125,2.5
19649230,"

ভারতে ‘আপনি-তুই’ সম্বোধন নিয়ে সামাজিক যোগাযোগমাধ্যমে শোরগোল
",বিনোদন,8,0.125,2.5
19570612,মির্জা ফখরুলকে পাকিস্তান চলে যেতে বললেন বঙ্গবীর কাদের সিদ্দিকী,অন্যান্য,9,0.0,0.0
14782279,‘সাকিবের মতো’ হতে চান লিন্ডে,অন্যান্য,9,0.0,0.0
19728732,"

আসিয়ান থেকে মিয়ানমারকে বাদ  দেয়া উচিত : আনোয়ার ইব্রাহিম
",অন্যান্য,9,0.0,0.0
13484532,Two PWs testify in actor Sohel Chowdhury murder case,অন্যান্য,9,0.0,0.0
14782287,ছোট পর্দায় আজকের খেলা,অন্যান্য,9,0.0,0.0
13482709,President of Iran to visit China,অন্যান্য,9,0.0,0.0
13482695,Cyprus rivals woo swing voters in presidential run-off,অন্যান্য,9,0.0,0.0
14782249,সহপাঠীদের ক্লাস বর্জন,অন্যান্য,9,0.0,0.0
14782286,প্লে-অফ পর্বে দাম বাড়লো টিকিটের,অন্যান্য,9,0.0,0.0
14782267,‘কাঁঠালবাড়ীতে আন্তর্জাতিক মানের বঙ্গবন্ধু কনভেনশন সেন্টার নির্মাণ করা হবে’,অন্যান্য,9,0.0,0.0
14784110,পুলিশের বীরত্বে দুর্বার গতিতে এগিয়ে যাচ্ছে দেশ: স্বরাষ্ট্রমন্ত্রী,অন্যান্য,9,0.0,0.0
14782228,ভারতের ৫৪ এলিজিবল ব্যাচেলরের নাম প্রকাশ,অন্যান্য,9,0.0,0.0
19649129,"

 একবার  ধর  বললে  চৌদ্দগোষ্ঠীর কেউ থাকতে পারবে  না : শামীম ওসমান 
",অন্যান্য,9,0.0,0.0
19649088,"

পূবালী ব্যাংকের বার্ষিক ব্যবস্থাপক সম্মেলন
",অন্যান্য,9,0.0,0.0
19648628,"

হিরোর হিরোইজমের পূর্বাপর
",অন্যান্য,9,0.0,0.0
