title,weight,rank,S_scale,S_score
"

৪ শিক্ষার্থীকে পিটিয়ে মারাত্মক জখম ছাত্রলীগের, যা ঘটেছিল সে রাতে
",0.0140416017737361,14.0,0.7250344893006716,14.500689786013432
বিমানবন্দর থানা এলাকা থেকে ৫ কেজি গাঁজাসহ গ্রেফতার ২,0.013900829762246898,15.0,0.7160142656840276,14.320285313680552
"মোহাম্মদ সাহাবুদ্দিন: ছাত্ররাজনীতিক থেকে বিচারক, দুদকের কমিশনার, তারপর রাষ্ট্রপতি পদে",0.013578998272280401,16.0,0.6953923254583729,13.90784650916746
"

বিএনপি-জামায়াত দেশে আবারো আগুন সন্ত্রাস শুরু করেছে : ওবায়দুল কাদের
",0.013522104502227102,17.0,0.6917467532821592,13.834935065643183
"

গলাচিপায় ৫ দোকান পুড়ে ছাই, ২ কোটি টাকার ক্ষতি
",0.013495970617509397,18.0,0.6900721769112491,13.801443538224982
কুমিল্লায় বিপুল পরিমাণ গাঁজা-বিদেশি মদসহ আটক ২,0.0134000811896617,19.0,0.683927886774963,13.67855773549926
তুরস্ক ও সিরিয়ায় ভূমিকম্পে মৃতের সংখ্যা ৫০ হাজার ছাড়াবে: জাতিসংঘ,0.0133494771440462,20.0,0.6806853401740453,13.613706803480905
রাষ্ট্রপতি হিসেবে আওয়ামী লীগের মনোনয়ন পেয়েছেন সাহাবুদ্দিন চুপ্পু,0.0132096037168595,21.0,0.6717226949869571,13.434453899739143
রাজধানীতে হত্যা ও অপহরণ মামলায় দুই পলাতক আসামি গ্রেপ্তার,0.0124614840517047,22.0,0.6237855617435162,12.475711234870325
পশ্চিমাদের আনুকূল্য ছাড়া অচল শি জিনপিং: রিপোর্ট,0.012256647204217399,23.0,0.6106602668094051,12.213205336188102
‘কাঁঠালবাড়ীতে আন্তর্জাতিক মানের বঙ্গবন্ধু কনভেনশন সেন্টার নির্মাণ করা হবে’,0.0120754475972487,24.0,0.5990495712115018,11.980991424230037
"

তুরস্কের ভূমিকম্প : ধ্বংসস্তূপের নিচ থেকে যেভাবে উদ্ধার করা হলো দু’বোনকে
",0.0119084683831524,25.0,0.5883500732463427,11.767001464926853
"

 একবার  ধর  বললে  চৌদ্দগোষ্ঠীর কেউ থাকতে পারবে  না : শামীম ওসমান 
",0.01184649200926,26.0,0.584378823950803,11.687576479016059
পুলিশের বীরত্বে দুর্বার গতিতে এগিয়ে যাচ্ছে দেশ: স্বরাষ্ট্রমন্ত্রী,0.0117607787858368,27.0,0.578886592689762,11.577731853795239
"

তুরস্ক ও সিরিয়ায় ভূমিকম্প : নিহতের সংখ্যা ৩৪ হাজার ছাড়াল
",0.0117151010073975,28.0,0.5759597056511009,11.519194113022017
ছোট্ট ঘর থেকে জ্ঞানের আলো ছড়াচ্ছে দশ হাজার বই,0.011690110664828699,29.0,0.5743584038309275,11.48716807661855
পঞ্চমবার ক্লাব বিশ্বকাপ শিরোপা জিতলো রিয়াল মাদ্রিদ,0.011663795642529898,30.0,0.5726722207388406,11.453444414776811
"

বরিশালের বিপক্ষে ১৭১ রান করলেই কোয়ালিফায়ারে রংপুর
",0.0115009506424807,31.0,0.5622376300857914,11.244752601715827
বিএনপি-জামায়াতের সন্ত্রাস-নৈরাজ্য প্রতিহত করা হবে: আমিনুল ইসলাম,0.0114275904658554,32.0,0.5575369428489151,11.150738856978302
"আমরা জনগণের শান্তির জন্য রাজপথে থাকি, শান্তি সমাবেশ করি: শেখ পরশ",0.011365632157426999,33.0,0.5535668511309599,11.071337022619199
জবির সংগঠনগুলোকে সাংস্কৃতিক চর্চা বাড়াতে হবে: উপাচার্য,0.0109686032429184,34.0,0.5281264986542484,10.562529973084969
জাবিতে গেস্টরুমে ৫ শিক্ষার্থীকে মারধর করল দুই ছাত্রলীগ,0.0108974288095044,35.0,0.5235658669037285,10.47131733807457
সম্পত্তির লোভে মুক্তিযোদ্ধা বাবাকে হত্যা করেন ছেলে,0.010806685927451001,36.0,0.517751351084274,10.35502702168548
"ভূমিকম্পেও থেমে নেই লুটপাট, তুরস্কে গ্রেফতার ৪৮",0.010710459988727898,37.0,0.5115854983993428,10.231709967986856
"

আসিয়ান থেকে মিয়ানমারকে বাদ  দেয়া উচিত : আনোয়ার ইব্রাহিম
",0.010706392056913698,38.0,0.5113248382423046,10.226496764846091
"

আড়াইহাজারে সংঘর্ষের ঘটনায় বিএনপির ১২০ নেতাকর্মীর নামে মামলা
",0.010520733288741303,39.0,0.49942841375003877,9.988568275000775
প্লে-অফ পর্বে দাম বাড়লো টিকিটের,0.0103899016353245,40.0,0.4910451367230898,9.820902734461797
ইরানি তরুণীকে ধর্ষণের অভিযোগ রাখির স্বামীর বিরুদ্ধে,0.010311791401076702,41.0,0.4860400808727824,9.720801617455647
নাইজারে সন্ত্রাসী হামলায় ১০ সেনা নিহত,0.0102823014303185,42.0,0.4841504571622647,9.683009143245293
"ওদের উদ্দেশ্য অসৎ, আমি মানসিকভাবে ভেঙে পড়েছি: প্রভা",0.0102777956857385,43.0,0.4838617433530271,9.677234867060543
১২ দাবিতে ইডেন কলেজ ছাত্রলীগের স্মারকলিপি,0.010263320657608401,44.0,0.48293422950130727,9.658684590026144
মির্জা ফখরুলকে পাকিস্তান চলে যেতে বললেন বঙ্গবীর কাদের সিদ্দিকী,0.0101990969525818,45.0,0.4788189783608221,9.576379567216442
টি-২০ বিশ্বকাপে সেমিফাইনাল খেলার স্বপ্ন জ্যােতির,0.0101837250269691,46.0,0.4778339941656108,9.556679883312215
ভারতের ৫৪ এলিজিবল ব্যাচেলরের নাম প্রকাশ,0.0100921016405352,47.0,0.4719630584206076,9.439261168412152
"

ভারতে ‘আপনি-তুই’ সম্বোধন নিয়ে সামাজিক যোগাযোগমাধ্যমে শোরগোল
",0.0100792783893892,48.0,0.47114138519447646,9.42282770388953
২৪ ঘণ্টায় ডেঙ্গু নিয়ে হাসপাতালে ভর্তি ১৪,0.010076104641922698,49.0,0.47093802153185804,9.41876043063716
President of Iran to visit China,0.0100316808469709,50.0,0.4680914857743159,9.36182971548632
জাতীয় বিজ্ঞান অলিম্পিয়াড ২০২৩’র পুরস্কার বিতরণ,0.010027747543665401,51.0,0.4678394521847382,9.356789043694764
"শিক্ষককে লাঞ্চিত করলেন ইউপি চেয়ারম্যান, প্রতিবাদে মানববন্ধন",0.010007741479753,52.0,0.46655752711831566,9.331150542366313
অবসরের বয়সসীমা: ফ্রান্সে পুলিশের সঙ্গে আন্দোলনকারীদের সংঘর্ষ,0.0100063110719826,53.0,0.4664658711292061,9.329317422584122
নেপাল-ভুটানসহ পাঁচ দেশে চালু হলো ভারতের ফোনপি,0.0100037501790909,54.0,0.4663017772422392,9.326035544844784
"কানাডার আকাশেও রহস্যময় বস্তু, গুলিতে ভূপাতিত",0.0099972311968091,55.0,0.46588406155207673,9.317681231041535
গ্লোবাল ইসলামী ব্যাংকের ছয়টি উপশাখার উদ্বোধন,0.0098847156897261,56.0,0.458674425037743,9.17348850075486
"

পদযাত্রা কর্মসূচিতে অংশ নিতে জড়ো হচ্ছেন বিএনপি নেতাকর্মীরা
",0.009844610195427301,57.0,0.45610459227763545,9.12209184555271
"ভূমিকম্পে নিহত ২৮ হাজার, ধ্বংসস্তূপের নিচে বহু মানুষ",0.0095948753571136,58.0,0.44010237661966845,8.802047532393368
ষষ্ঠ ও সপ্তম শ্রেণির সেই দুই বই না পড়ানোর নির্দেশ,0.0095765333612828,59.0,0.43892707975334466,8.778541595066894
"এবার কানাডার আকাশে 'রহস্যময় বস্তু', গুলির নির্দেশ!",0.0095159737912483,60.0,0.4350466147513872,8.700932295027744
দক্ষিণ আফ্রিকায় র‌্যাপ সংগীতশিল্পীকে গুলি করে হত্যা,0.0090795121319431,61.0,0.40707953716703116,8.141590743340624
চোখের সমস্যায় ভুগছেন ঢাকার ২৪ শতাংশ মানুষ,0.009036530493993498,62.0,0.40432541025207425,8.086508205041484
গুরুত্বপূর্ণ সফরে চীন যাচ্ছেন ইরানের প্রেসিডেন্ট,0.008812659798101499,63.0,0.3899804867349842,7.799609734699684
"

পূবালী ব্যাংকের বার্ষিক ব্যবস্থাপক সম্মেলন
",0.008783632390039901,64.0,0.3881205025736634,7.7624100514732675
ঢাকায় লেবানন ভিসা আবেদন কেন্দ্র চালু,0.0086939200579771,65.0,0.3823720211261339,7.647440422522678
ভূমিকম্পের দেড়শ ঘণ্টা পর ধ্বংসস্তূপ থেকে উদ্ধার অনেকে,0.008691870164269899,66.0,0.3822406704447471,7.644813408894942
ফরচুন বরিশালকে বিদায় করে কোয়ালিফায়ারে রংপুর,0.008563217842398399,67.0,0.3739970380649512,7.479940761299025
হেরোইন ও ট্রাকসহ একজনকে গ্রেফতার করেছে ডিবি,0.008503946732324501,68.0,0.3701991334870637,7.403982669741273
মোস্তাফিজুর রহমান ফিজারই তাহলে পরবর্তী রাষ্ট্রপতি?,0.008366288563555601,69.0,0.3613784350270688,7.227568700541376
ফিডার রোড চালু হলে বদলে যাবে চট্টগ্রাম নগরী (ভিডিও),0.008362617079774301,70.0,0.3611431780014579,7.2228635600291575
অপহরণে অভিযুক্ত সেই অসিত পালকে বহিষ্কার করল ছাত্রলীগ,0.0083552340266148,71.0,0.3606700953924382,7.213401907848764
ধর্মভিত্তিক রাজনীতির কাছে আত্মসমর্পণ করেছে সরকার: ওয়ার্কার্স পার্টি,0.0081218284435789,72.0,0.34571420657558716,6.914284131511743
ইসলামী ব্যাংকের গ্রাহক সেবা ক্যাম্পেইন শুরু,0.0079802090286814,73.0,0.33663968403861455,6.732793680772291
ইসলামী ব্যাংকের গ্রাহক সেবা ক্যাম্পেইন শুরু,0.0079802090286814,73.0,0.33663968403861455,6.732793680772291
"

হৃদয় ছুঁয়ে যাওয়া আজারবাইজানের সেই যুবকের গল্প
",0.0079331501134653,75.0,0.3336242981397033,6.672485962794066
লালমাই পাহাড় কাটা বিরত রাখার নির্দেশ হাইকোর্টের,0.0078042575318174,76.0,0.3253652706761385,6.50730541352277
ছোট পর্দায় আজকের খেলা,0.0071950239828752005,77.0,0.28632751886677565,5.7265503773355135
"মাঠ ঠিক নেই, ধর্মশালা থেকে সরে গেল ভারত-অস্ট্রেলিয়া টেস্ট",0.0070143770807449,78.0,0.27475223884036004,5.495044776807201
কেন আমির খানকে কটাক্ষ করলেন এই অভিনেত্রী,0.0070016276113018,79.0,0.2739352933115313,5.4787058662306265
"

পগবার ফেরা এখনো নিশ্চিত নয়
",0.006976253715854,80.0,0.2723094146404572,5.446188292809144
"ফের বিয়ে করবেন হার্দিক পান্ডিয়া, পাত্রী কে?",0.0068359534760816,81.0,0.26331942065779057,5.266388413155811
জবিতে নতুন তিন বিভাগের অনুমোদন,0.0067966440670107,82.0,0.2608005985119206,5.216011970238412
সুপারব্র্যান্ড অ্যাওয়ার্ড পেল ‘ফ্রেন্ডশিপ’,0.0066733702204249,83.0,0.25290160175450727,5.058032035090145
আগামী নির্বাচনেও নৌকাকে বিজয়ী করতে হবে: মাশরাফি,0.0066644106208092,84.0,0.25232749905330787,5.046549981066157
ছাত্রলীগের ২১ নেতাকর্মী বহিষ্কার,0.0065445863079973,85.0,0.24464953746960957,4.892990749392191
"

ফ্রান্স জুড়ে বিক্ষোভ করেছে হাজার হাজার মানুষ
",0.0063809434121431,86.0,0.23416382018628948,4.68327640372579
ভারতীয় দলে পক্ষপাতিত্বের অভিযোগ,0.0063480340384866,87.0,0.232055091992915,4.6411018398583
‘মলম বিতর্ক’ শাস্তি হলো ভারতীয় তারকার,0.006260723756124399,88.0,0.22646052626491311,4.529210525298263
আরেকটু সময় না পাওয়ার আক্ষেপ শামীমের,0.006163403428518699,89.0,0.2202245486145135,4.40449097229027
আজ মুখোমুখি হচ্ছে চিরপ্রতিদ্বন্দ্বী ভারত-পাকিস্তান,0.0061427063498532,90.0,0.21889834551633305,4.377966910326661
"ভারত সফরে অস্ট্রেলিয়ার ভরাডুবি, যা বললেন ভন",0.0056733050196744,91.0,0.18882059838910906,3.776411967782181
হোটেল রিল্যাক্সে পূর্ণিমা,0.0053768273907181,92.0,0.169823253091366,3.39646506182732
সহপাঠীদের ক্লাস বর্জন,0.0052095523988581,93.0,0.15910480262605295,3.182096052521059
ফিট থাকতে কী খাবেন?,0.0051721940492376,94.0,0.15671099817614262,3.1342199635228525
"

হিরোর হিরোইজমের পূর্বাপর
",0.0032853278835312,95.0,0.035806604118686136,0.7161320823737227
‘সাকিবের মতো’ হতে চান লিন্ডে,0.0027265204857762,96.0,0.0,0.0
